Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0488;Lonicera nitida;Kamperfoelie;;Caprifoliaceae;Heesters;;;;;;150 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera nitida 'Baggesen's Gold',Lonicera nitida 'Elegant',Lonicera nitida 'Hohenheimer Findling',Lonicera nitida 'Lemon Beauty',Lonicera nitida 'MaigrÅn'
PL0489;Lonicera periclymenum;Kamperfolie;;Caprifoliaceae;Heesters;wit,geel;witgeel;;5,6,7,8;;600 cm;zon;;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera periclymenum 'Belgica',Lonicera periclymenum 'Chic & Choc' (r),Lonicera periclymenum 'Graham Thomas',Lonicera periclymenum 'Serotina'
PL0490;Lonicera pileata;Kamperfoelie;;Caprifoliaceae;Heesters;;;;;;80 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0491;Lonicera purpusii;Kamperfoelie;;Caprifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera purpusii 'Winter Beauty'
PL0492;Lonicera tatarica;Tartaarse kamperfoelie;;Caprifoliaceae;;roze,wit;rozewit;;5,6;;3 m;;;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0493;Lonicera xylosteum;;;Caprifoliaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0494;Lotus corniculatus;Gewone rolklaver;;Fabaceae;;geel;;;5,6,7,8,9;;0,2-0,5 m;;;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0495;Lunaria annua;Tuinjudaspenning;;Brassicaceae;;roze;lilaroze;;5,6,7;;0,3-0,8 m;;;;;nectar- en pollenleverancier;1-25 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_33327847.jpg;
PL0496;Lunaria luteus;Gele lupine;;Brassicaceae;;geel;;;6,7,8,9;;0,2-0,9 m;zon,halfschaduw;zand,leem;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0497;Lupinus albus;Lupine;;Fabaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0498;Lupinus angustifolius;Lupine;;Fabaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0499;Lupinus luteus;Lupine;;Fabaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0500;Lupinus polyphyllus;Vaste lupine;;Fabaceae;Vaste planten;;;;6,7,8;;0,9-1,5 m;;zand,leem;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0501;Lycium chinense;;;Solanaceae;;;;;8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0502;Lycopus europaeus;Wolfspoot;;Lamiaceae;;wit,paars,rood;;;6,7,8;;0,2-0,8 m;zon;zand;kalk;vochthoudend;;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0503;Lysimachia vulgaris;;;Primulaceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0504;Lythrum salicaria;Kattestaart;;Lythraceae;Vaste planten;paars,roze;violetroze;;7,8,9,10,11;;100 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lythrum salicaria 'Blush',Lythrum salicaria 'Lady Sackville',Lythrum salicaria 'Robert',Lythrum salicaria 'Zigeunerblut'
PL0505;Mahonia aquifolium;Mahonia;;Berberidaceae;Heesters;geel;;;3,4,5;;0,5-2 m;zon;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_23532793.jpg;Mahonia aquifolium 'Apollo'
PL0506;Mahonia media;Mahoniestruik;;Berberidaceae;Heesters;;;;;;;;;;;;;;;Mahonia media 'Charity',Mahonia media 'Winter Sun'
PL0507;Malope trifida;;;Malvaceae;;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0508;Malus domestica;Appel;;Rosaceae;Fruitbomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_55594741.jpg;Malus domestica 'Alkmene',Malus domestica 'Ananas Reinette',Malus domestica 'Api Noir',Malus domestica 'Ballerina Mr. Frans',Malus domestica 'Berglander',Malus domestica 'Brabant Bellefleur',Malus domestica 'Braeburn',Malus domestica 'Bramley's Seedling',Malus domestica 'Cobo',Malus domestica 'Colapuy',Malus domestica 'Court Pendu',Malus domestica 'Court Pendu Rosat',Malus domestica 'Court Pendu Rouge',Malus domestica 'Cox's Orange Pippin',Malus domestica 'Cwastresse Double',Malus domestica 'Discovery',Malus domestica 'Dubbele Bellefleur',Malus domestica 'Dubbele Griet',Malus domestica 'Eisdener Klumpke',Malus domestica 'Elstar',Malus domestica 'Essing',Malus domestica 'Franse Bellefleur',Malus domestica 'Gala',Malus domestica 'Gloster',Malus domestica 'Golden Delicious',Malus domestica 'Gravensteiner',Malus domestica 'Grenadier',Malus domestica 'Gris Braibant',Malus domestica 'Groene Boskoop',Malus domestica 'Hollandse Groening',Malus domestica 'Idared',Malus domestica 'Ingrid Marie',Malus domestica 'Jacques Lebel',Malus domestica 'James Grieve',Malus domestica 'Jan Steen',Malus domestica 'Jonagold',Malus domestica 'Jonagored',Malus domestica 'Jonathan',Malus domestica 'Joseph Mush',Malus domestica 'Kaiser Wilhelm',Malus domestica 'Karmijn de Sonnaville',Malus domestica 'Kattekop',Malus domestica 'Keiing',Malus domestica 'Keuleman',Malus domestica 'La Paix',Malus domestica 'Marie Joseph d' OthÇe',Malus domestica 'Melrose',Malus domestica 'Notarisappel',Malus domestica 'Ossekop',Malus domestica 'Pirouette',Malus domestica 'Pomme d'apis',Malus domestica 'President Roulin',Malus domestica 'President van Dyvoet',Malus domestica 'Rabau',Malus domestica 'Radoux',Malus domestica 'Reine des Reinettes',Malus domestica 'Reinette Baumann',Malus domestica 'Reinette Clochard',Malus domestica 'Reinette de Blenheim',Malus domestica 'Reinette de Champagne',Malus domestica 'Reinette de ChànÇe',Malus domestica 'Reinette de France',Malus domestica 'Reinette de Waleffe',Malus domestica 'Reinette de Wattripont',Malus domestica 'Reinette Descardre',Malus domestica 'Reinette du Canada Blanche',Malus domestica 'Reinette du Canada Grise',Malus domestica 'Reinette Dubois',Malus domestica 'Reinette ÇtoilÇe',Malus domestica 'Reinette Evagil',Malus domestica 'Reinette Grise',Malus domestica 'Reinette Hernaut',Malus domestica 'Reinette Sans Pareille',Malus domestica 'Retina',Malus domestica 'Rode Boskoop',Malus domestica 'Rode Franse Bellefleur',Malus domestica 'Rode Gravensteiner',Malus domestica 'Rode Jonathan',Malus domestica 'Rode Keuleman',Malus domestica 'Rode Walschaert',Malus domestica 'Santana',Malus domestica 'Stark's Earliest',Malus domestica 'Streeping Rambour',Malus domestica 'Summerred',Malus domestica 'Topaz',Malus domestica 'Transparente Blanche',Malus domestica 'Transparente de Croncels',Malus domestica 'Transparente de Lesdain',Malus domestica 'Trezeke Meyers',Malus domestica 'Veurnse Reinette',Malus domestica 'Winston',Malus domestica 'Winterbanana',Malus domestica 'Zoete van Bertem'
PL0509;Malus floribunda;Sierappel;;Rosaceae;Bomen;wit,roze;witroze;;5;;4,5-10 m;zon;zand;neutraal;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_28130587.jpg;
PL0510;Malus pumila;Appel;;Rosaceae;Bomen;;;;4,5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0511;Malus sylvestris;Appel;;;;;;;;;;;;;;;;;shutterstock_10917979.jpg;Malus sylvestris subsp. mitis,Malus sylvestris subsp. sylvestris
PL0512;Malus toringo;Sierappel;;Rosaceae;Bomen;roze;bleekroze;;5;;5 m;zon;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0513;Malva maritima;Struikmalva;;Malvaceae;vaste planten;paars,roze;licht lilaroze, donkerder geaderd;;7,8,9,10;;150 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0514;Malva olbia;Struikmalva;;Malvaceae;Vaste planten;;;;;;;;;;;;;;;Malva olbia 'Rosea'
PL0515;Malva arborea;;;Malvaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0516;Malva moschata;Kaasjeskruid;;Malvaceae;Vaste planten;roze;helderroze;;6,7,8,9;;60 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Malva moschata 'Alba'
PL0517;Malva neglecta;;;Malvaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0518;Malva sylvestris;Groot kaasjeskruid;;Malvaceae;;roze,paars;rozeviolet;;6,7,8,9;;0,3-1 m;zon;;neutraal;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_2729165.jpg;Malva sylvestris 'Parkrondell'
PL0519;Marrubium vulgare;;;Lamiaceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0520;Meconopsis cambrica;Welsh poppy;;;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0521;Medicago lupulina;Hopklaver;;Fabaceae;;geel;citroengeel;;4,5,6,7,8,9,10;;0,5 m;halfschaduw;klei,leem;neutraal;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_57001943.jpg;
PL0522;Medicago polymorpha;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0523;Medicago sativa;Luzerne;;Fabaceae;;paars,blauw;violetblauw;;6,7,8,9;;0,3-1,8 m;zon;leem;neutraal;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0523;Medicago sativa falcata;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0524;Melampyrum pratense;;;Orobanchaceae;;;;;5,6,7,8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0525;Melilotus albus;Witte honingklaver;;Fabaceae;;wit;;;7,8,9,10;;0,3-1,8 m;zon;;zuur;;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0526;Melilotus altissimus;Goudgele honingklaver;;Fabaceae;;geel;goudgeel;;6,7,8,9,10;;0,6-1,5 m;zon;klei;neutraal,kalk;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0527;Melilotus indicus;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0528;Melilotus officinalis;Citroengele honingklaver;;Fabaceae;;geel;citroengeel;;6,7,8,9,10;;0,3-1,2 m;zon;klei;kalk;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0529;Melissa officinalis;Citroenmelisse;;Lamiaceae;Kruiden;wit;;;7,8,9;;90 cm;zon,halfschaduw;;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_61954393.jpg;
PL0530;Mentha aquatica;;;Lamiaceae;Kruiden;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0531;Mentha arvensis;;;Lamiaceae;Kruiden;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0532;Mentha pulegium;Polei;;Lamiaceae;;roze;;;7,8;;0,1-0,25 m;zon;;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0533;Mentha requienii;Munt;;Lamiaceae;Kruiden;paars;violet;;7,8,9;;2 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Mentha rotundifolia 'Variegata'
PL0535;Mentha spicata;;;Lamiaceae;Kruiden;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Mentha spicata subsp. glabrata,Mentha spicata subsp. spicata
PL0536;Mentzelia lindleyi;;;Loasaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0537;Mesembryanthemum crystallinum;;;Aizoaceae;;;;;5,6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0538;Mespilus germanica;Mispel;;Rosaceae;Fruitbomen;wit;roomwit;;5,6;;2-6 m;;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_71330377.jpg;Mespilus germanica 'Bredase Reus',Mespilus germanica 'Royal',Mespilus germanica 'Westerveld'
PL0539;Mimulus aurantiacus;;;;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0540;Muscari botryoides;Blauwe druifjes;;Asparagaceae;;paars,blauw;violet;;4,5;;0,1-0,3 m;zon;veen,zand;kalk;droog;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0541;Myosotis arvensis;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0542;Myosotis scorpioides;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0543;Myosotis sylvatica;Bosvergeet-mij-nietje;;Boraginaceae;;roze,blauw;;;5,6,7,8,9;;0,1-0,5 m;zon;leem;;vochthoudend;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_30702805.jpg;
PL0544;Myrtus communis;;;Myrtaceae;Heesters;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0545;Narcissus pseudo-narcissus;;;Alliaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0546;Nasturtium officinale;Waterkers;;Brassicaceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0547;Nemophila menziesii;Bosliefje;;Boraginaceae;;wit,blauw;;;5,6,7,8;;;halfschaduw;zand,klei;neutraal;gemiddeld;nectarleverancier;> 500 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_78895333.jpg;
PL0548;Nepeta cataria;Wild kattekruid;;Lamiaceae;Vaste planten;wit,rood;;;6,7,8,9;;0,3-0,7 m;zon;zand,leem;;droog;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0549;Nepeta grandiflora;Kattekruid;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Nepeta grandiflora 'Dawn to Dusk'
PL0550;Nepeta sibirica;Kattekruid;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Nepeta sibirica 'Souvenir d'AndrÇ Chaudron'
PL0551;Nepeta subsessilis;Kattekruid;;Lamiaceae;Vaste planten;blauw;donkerblauw;;6,7,8,9;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0552;Nigella arvensis;Wilde nigelle;;Ranunculaceae;;blauw;;;6,7,8,9;;0,1-0,3 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0553;Nigella damascena;;;Ranunculaceae;;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0554;Nigella sativa;Nigelle;;Ranunculaceae;;blauw;;;7,8,9,10;;;zon;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0555;Ocimum basilicum;basilicum;;Lamiaceae;Kruiden;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_52774153.jpg;
PL0556;Odontites vernus;;;Orobanchaceae;;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0557;Oemleria cerasiformis,Osmaronia cerasiformis;;;Rosaceae;Heesters;;;;2,3;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0558;Oenothera biennis;;;Onagraceae;;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_36129556.jpg;
PL0559;Oenothera erythrosepala;Grote teunisbloem;;Onagraceae;;geel;;;6,7,8,9;;0,8-1,5 m;zon;zand;neutraal;droog;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0560;Oenothera glazioviana;;;Onagraceae;;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_57759190.jpg;
PL0561;Oenothera parviflora;Kleine teunisbloem;;Onagraceae;;geel;;;6,7,8,9;;0,8-1,5 m;;;kalk;;nectar- en pollenleverancier;101-200 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0562;Onobrychis viciifolia;Esparcette;;Fabaceae;Vaste planten;paars;purper;;5,6,7;;0,25-0,7 m;zon;;kalk;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_12835561.jpg;
PL0563;Onopordum acanthium;;;;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0564;Origanum laevigatum;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Origanum laevigatum 'Herrenhausen',Origanum laevigatum 'Hopleys'
PL0565;Origanum majorana;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0566;Origanum onites;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0567;Origanum rotundifolium;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Origanum rotundifolium 'Kent Beauty'
PL0568;Origanum vulgare;Wilde marjolein;;Lamiaceae;Kruiden;paars,roze;purperroze;;7,8,9;;40 cm;zon;;;;;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_16084324.jpg,shutterstock_69802927.jpg;Origanum vulgare 'Compactum'
PL0569;Ornithopus perpusillus;Klein vogelpootje;;Fabaceae;;paars,geel,wit;purper;;5,6,7,8,9;;0,3 m;halfschaduw;zand;;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0570;Ornithopus sativus;Serradelle;;Fabaceae;;roze;;;5,6,7,8;;0,1-0,6 m;halfschaduw;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0571;Oxydendrum arboreum;;;Ericaceae;Heesters;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0572;Paeonia lactiflora;Pioen;;Paeoniaceae;vaste planten;;;;6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Paeonia lactiflora 'Auguste Dessert',Paeonia lactiflora 'Baroness Schrîder',Paeonia lactiflora 'Bowl of Beauty',Paeonia lactiflora 'Duchesse de Nemours',Paeonia lactiflora 'Festiva Maxima',Paeonia lactiflora 'ImmaculÇe',Paeonia lactiflora 'Inspecteur Lavergne',Paeonia lactiflora 'Jan van Leeuwen',Paeonia lactiflora 'Karl Rosenfield',Paeonia lactiflora 'Laura Dessert',Paeonia lactiflora 'Nymphe',Paeonia lactiflora 'Red Sarah Bernhardt',Paeonia lactiflora 'Sarah Bernhardt',Paeonia lactiflora 'Shirley Temple',Paeonia lactiflora 'White Sarah Bernhardt' (r)
PL0573;Paeonia officinalis;Pioen;;Paeoniaceae;Vaste planten;;;;;;;;;;;;;;;Paeonia officinalis 'Rosea Plena',Paeonia officinalis 'Rubra Plena'
PL0574;Paeonia suffruticosa;Boompioen;;Paeoniaceae;Vaste planten;;;;5,6,7;;100 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0575;Papaver  rhoeas;Grote klaproos;;Papaveraceae;;rood;;;5,6,7;;0,3-0,7 m;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0576;Papaver orientale;Oosterse papaver;;Papaveraceae;;rood;;;5,6,7;;0,6-1 m;;zand,leem;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Papaver orientale 'Brilliant',Papaver orientale 'Little Patty's Plum',Papaver orientale 'Mrs Perry',Papaver orientale 'Patty's Plum',Papaver orientale 'Perry's White',Papaver orientale 'Picotee',Papaver orientale 'Rembrandt',Papaver orientale 'TÅrkenlouis',Papaver orientale 'Victoria Louise'
PL0577;Parthenocissus quinquefolia;Wingerd;;Vitaceae;Heesters;;;;6,7,8;;600 cm;zon,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_18150175.jpg;Parthenocissus quinquefolia var. engelmannii
PL0578;Parthenocissus tricuspidata;Wingerd;;Vitaceae;Heesters;groen;;;6,7,8;;6-15 m;zon;;kalk;droog;nectarleverancier;101-200 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Parthenocissus tricuspidata ?Veitchii?,Parthenocissus tricuspidata 'Robusta',Parthenocissus tricuspidata 'Veitchii',Parthenocissus tricuspidata 'Veitchii Robusta'
PL0579;Pastinaca sativa;;;Apiaceae;;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_58066729.jpg;Pastinaca sativa subsp. sativa
PL0580;Pelargonium graveolens;;;Geraniaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0581;Penstemon parryi;;;Plantaginaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0582;Pentaglottis sempervirens;Overblijvende ossetong;;;;blauw;;;4,5,6,7,8;;0,2-1 m;halfschaduw;;kalk;vochthoudend;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0583;Perezia multiflora;;;Asteraceae;;;;;6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0584;Perovskia atriplicifolia;;;Lamiaceae;Heesters;;;;7,8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Perovskia atriplicifolia 'Blue Spire',Perovskia atriplicifolia 'Little Spire'
PL0585;Perovskia scrophulariifolia;;;Lamiaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
